Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0O3TZYgwaRadNprRONZ7iX,"Доброго вечора - Where Are You From","Доброго вечора (Where Are You From)","PROBASS ∆ HARDI",2021-10-29,168648,3,224worytfusgrhlogkqlitdwi,2022-11-30T19:31:09Z,"g-house,ukrainian viral pop","Comp Music",0.645,0.696,8,-5.688,1,0.0352,0.0454,0.336,0.341,0.406,111.006,4
22mek4IiqubGD9ctzxc69s,"How Deep Is Your Love","How Deep Is Your Love","Calvin Harris,Disciples",2015-07-17,212640,74,224worytfusgrhlogkqlitdwi,2022-11-30T19:31:09Z,"dance pop,edm,electro house,house,pop,progressive house,uk dance,pop dance","Columbia",0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,4
4AqN8IdKCfItCSbuaFch81,"Thank You [Not So Bad]","Thank You [Not So Bad]","VIZE,Felix Jaehn",2020-02-07,197963,55,224worytfusgrhlogkqlitdwi,2022-11-30T19:31:09Z,"german dance,slap house,edm,pop dance,tropical house,uk dance","Virgin",0.656,0.89,5,-4.981,0,0.187,0.201,0.00000199,0.101,0.268,100.037,4
2An9Yvnzp3VYapP1NtTNzx,"Love Chains","Love Chains","BOYY",2019-01-18,197500,0,224worytfusgrhlogkqlitdwi,2022-11-30T19:31:09Z,"","People Recordings",0.561,0.595,0,-5.724,0,0.0378,0.0745,0.00733,0.086,0.472,96.114,4
6ioF5JQREw0LPPTW9czakA,"Faded","Faded","Besomorph,Coopex,BRAN,Nito-Onna",2020-11-27,151680,40,224worytfusgrhlogkqlitdwi,2022-11-30T19:31:09Z,"alt z,dark r&b,slap house,traprun,covertronica","Besomorph",0.738,0.749,11,-6.009,0,0.0702,0.0241,0.0000152,0.115,0.0738,125.023,4
0zPPD8cN5JOjHEbzUPlp3v,"Speedline Miracle Masterpiece","The Alchemist and Oh No Present Welcome to Los Santos","Tunde Adebimpe,Sal P,Sinkane",2015-04-21,250213,0,224worytfusgrhlogkqlitdwi,2022-11-30T19:31:09Z,"sudanese pop","Rockstar Games",0.539,0.967,9,-3.003,1,0.251,0.154,0,0.249,0.299,158.015,4
2Wo6QQD1KMDWeFkkjLqwx5,"Roses - Imanbek Remix","Roses (Imanbek Remix)","SAINt JHN,Imanbek",2019-09-13,176218,5,224worytfusgrhlogkqlitdwi,2022-11-30T19:31:09Z,"melodic rap,slap house,electro house,pop dance","HITCO",0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,4
7o3wq1Wz9bYPStQGzlnoTH,"Woke Up This Morning","Exile On Coldharbour Lane","Alabama 3",1997-11-11,316733,40,224worytfusgrhlogkqlitdwi,2022-11-30T19:31:09Z,"dance rock","Geffen",0.61,0.749,0,-10.27,0,0.138,0.148,0.00679,0.0823,0.759,176.99,4
7FEKwb52OpeVSZxaqUspP1,"HUMANS - Far Out Remix","HUMANS (Far Out Remix)","GEN.KLOUD,Far Out",2019-10-30,285271,36,224worytfusgrhlogkqlitdwi,2022-11-30T19:31:09Z,"melodic dubstep,pop edm,traprun","Lowly",0.416,0.741,8,-6.807,0,0.0481,0.0823,0.00146,0.338,0.299,91.954,4
4MaueLnp6HNDRIgaP3xMI5,"It Takes a Seven Nation Army to Hold Us Back","Where's Your Album?!!","Apathy,Emilio Lopez",2004-12-28,183706,45,224worytfusgrhlogkqlitdwi,2022-11-30T19:31:09Z,"deep flow,flick hop,outer hip hop,underground rap","Demigodz Enterprises",0.796,0.515,11,-9.067,1,0.277,0.0907,0,0.0968,0.512,117.805,4
0nrRP2bk19rLc0orkWPQk2,"Wake Me Up","True","Avicii",2013-01-01,247426,83,224worytfusgrhlogkqlitdwi,2022-11-30T19:31:09Z,"dance pop,edm,pop,pop dance","Universal Music AB",0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
