Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4i9ViEPCMm8uqSfk1cfIyQ,"Gasoline","I Will Rise","Benjamin Tod",2017-12-15,208280,0,,2019-12-12T20:52:12Z,"roots americana","Benjamin Tod",0.679,0.151,2,-9.561,1,0.0366,0.41,0,0.105,0.384,109.59,4
1tQGRq2WOBXjL3JWdWMONg,"You Don't Care for Me Enough to Cry","High on Tulsa Heat","John Moreland",2015-04-21,254619,42,,2019-12-12T20:52:12Z,"alternative country,new americana,ok indie,southern americana,tulsa indie","Old Omens",0.389,0.208,2,-11.669,1,0.0359,0.861,0.00000776,0.192,0.233,90.346,4
7brHKGKFdRhzReovMw1T8z,"Freya","Age Of Winters","The Sword",2006-02-14,274400,0,,2019-12-12T20:52:12Z,"austin metal,sludge metal,stoner metal,stoner rock","KEMADO RECORDS INC",0.354,0.867,5,-5.078,1,0.0362,0.0000464,0.404,0.0748,0.436,93.389,4
4opGTspdCCVK9IG1b4k8yp,"Da Joint","Out Of Business (Deluxe Edition)","EPMD",1999-01-01,206693,45,,2019-12-12T20:52:12Z,"east coast hip hop,golden age hip hop,hip hop,old school hip hop","Def Jam Recordings",0.818,0.59,1,-3.877,1,0.375,0.322,0,0.101,0.746,89.55,4
7eWuBTL35BSBBiIjWJk0KB,"Confined","Shadows Are Security","As I Lay Dying",2005,190106,47,,2019-12-12T20:52:12Z,"alternative metal,christian metal,melodic metalcore,metalcore,nu metal","Metal Blade Records",0.279,0.987,0,-4.578,1,0.0992,0.0000194,0.000122,0.12,0.22,85.629,4
7vLGA5esH3V5STRGXw83wP,"Danger Zone Featuring Kenny Loggins","Cherlene (Songs from the Series Archer)","Cherlene,Kenny Loggins",2014-03-03,223186,0,,2019-12-12T20:52:12Z,"album rock,classic rock,mellow gold,new wave pop,singer-songwriter,soft rock,yacht rock","FX Networks",0.524,0.823,2,-5.273,0,0.0382,0.132,0.0000142,0.0996,0.745,157.341,4
2HRYa6iG1M5DRefO8pK2I3,"Reagan","R.A.P. Music","Killer Mike",2012-05-15,249973,37,,2019-12-12T20:52:12Z,"alternative hip hop,atl hip hop,conscious hip hop,hip hop,old school atlanta hip hop,political hip hop,southern hip hop","Williams Street Records",0.331,0.659,7,-10.64,1,0.0795,0.00352,0.0000273,0.082,0.177,83.687,4
5Mtt6tZSZA9cXTHGSGpyh0,"The Blacker The Berry","To Pimp A Butterfly","Kendrick Lamar",2015-03-16,328826,61,,2019-12-12T20:52:12Z,"conscious hip hop,hip hop,rap,west coast rap","Aftermath",0.553,0.852,10,-4.08,0,0.305,0.00713,0,0.463,0.27,176.058,4
22AbXxQbMdVqEz7xJjhccG,"Welcome To Jamrock","Welcome to Jamrock","Damian Marley",2005-01-01,213200,69,,2019-12-12T20:52:12Z,"reggae,reggae fusion","Universal Records/Tuff Gong Records",0.836,0.661,7,-6.502,0,0.338,0.0208,0,0.449,0.753,76.71,4
7CbZtCJJmr54zVEg9bOOdJ,"Shingaling","Shingaling","Tom Swoon",2017-06-19,153600,42,,2019-12-12T20:52:12Z,"dutch house,edm,electro house,pop dance,progressive electro house,sky room","Spinnin' Records",0.665,0.763,3,-5.868,1,0.0319,0.00465,0.00215,0.246,0.38,125.054,4
6w5wRGoHWI7Ktt9lQBLQig,"Salió El Sol - Remastered 2016","King Of Kings 10th Anniversary (Remastered)","Don Omar",2016-11-11,315306,38,,2019-12-12T20:52:12Z,"latin hip hop,puerto rican pop,reggaeton,trap latino,urbano latino","UMLE - Machete",0.884,0.75,4,-5.277,0,0.097,0.0899,0.014,0.0436,0.964,110.005,4
7nYvUtkQMx1v80S2FH2s9J,"Regulate","Regulate… G Funk Era","Warren G,Nate Dogg",1994-06-07,248866,71,,2019-12-12T20:52:12Z,"g funk,gangster rap,hardcore hip hop,hip hop,west coast rap","Island Records",0.849,0.521,11,-12.999,0,0.216,0.304,0.00000165,0.115,0.763,95.265,4
3kZwRLGTgarfSczqw9uchr,"Wolf an Dro","Prayer","OMNIA",2016-07-14,277693,32,,2019-12-12T20:52:12Z,"hurdy-gurdy,medieval folk,rune folk","PaganScum Records",0.367,0.793,8,-7.647,1,0.0393,0.0329,0.000484,0.106,0.204,200.346,4
26vNIXrv6BI6l0gHHk81Hg,"Time Bomb (feat. Veela)","Monstercat 007 - Solace","Feint,Boyinaband,Veela",2012-06-06,211644,0,,2019-12-12T20:52:12Z,"chillstep,dancefloor dnb,antiviral pop,otacore,pixel","Monstercat",0.335,0.811,11,-4.911,1,0.0339,0.00049,0.0231,0.178,0.222,175.015,4
0thLhIqWsqqycEqFONOyhu,"Lone Digger","<|º_º|>","Caravan Palace",2015-10-16,229804,3,,2019-12-12T20:52:12Z,"electro swing,nu jazz","Le Plan Recordings",0.769,0.924,5,-5.263,0,0.051,0.596,0.0156,0.114,0.88,123.989,4
1QesQ27kCWYTYuXJi8SApS,"Wait so Long","Palomino","Trampled by Turtles",2010-04-13,206400,1,,2019-12-12T20:52:12Z,"duluth indie,indie folk,jam band,new americana,progressive bluegrass,stomp and holler","Banjodad Records",0.254,0.928,9,-5.885,0,0.318,0.487,0.0000133,0.112,0.327,189.451,4
7KocfQc1o7AgMDvTRpRqVC,"Thunderhead","Thrash Grass","The Native Howl",2016-03-11,263500,0,,2019-12-12T20:52:12Z,"michigan indie","Clean As Dirt Records",0.407,0.886,7,-6.529,1,0.138,0.002,0.000907,0.212,0.755,161.248,4
52riputZ4Vo5PG9MOSy6r5,"I Got Love","Music and Me","Nate Dogg",2001-12-04,236226,54,,2019-12-12T20:52:12Z,"g funk,gangster rap,hardcore hip hop,hip hop,west coast rap","Elektra Records",0.912,0.416,10,-5.943,0,0.164,0.437,0.306,0.09,0.677,90.013,4
1ckDHR4k1mbv3uJC2C5Se6,"Psychoville","Year of the Monkey","Dabbla,Graziella",2016-09-09,274245,41,,2019-12-12T20:52:12Z,"uk alternative hip hop,uk hip hop","High Focus Records",0.88,0.676,4,-6.877,0,0.271,0.165,0,0.626,0.523,112.942,4
3tC8SJpOwJhDg8WGG1NKGR,"Oh No","Lyricist Lounge Volume 2","Mos Def,Pharoahe Monch,Nate Dogg",2002-01-01,239933,49,,2019-12-12T20:52:12Z,"conscious hip hop,east coast hip hop,hip hop,queens hip hop,g funk,gangster rap,hardcore hip hop,west coast rap","Rawkus Entertainment",0.719,0.863,5,-4.148,0,0.435,0.414,0.00000519,0.147,0.765,87.579,1
