Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5SNmDcL9VC4cP21pBQVEyC,"The Night (OurVinyl Sessions)","The Night (OurVinyl Sessions)","Morgan Wade,OurVinyl",2020-05-14,269664,0,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"modern country pop","OurVinyl",0.626,0.333,3,-10.502,1,0.0263,0.848,0.00000604,0.136,0.412,92.758,4
3bghEsjRvDLVt6PE3Loc4G,"Шум","Шум","Go_A",2021-01-22,238512,0,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"ukrainian viral pop","BRYNZA MUSIC",0.469,0.661,4,-5.164,1,0.0525,0.0142,0.000112,0.0962,0.402,115.091,4
60ynsPSSKe6O3sfwRnIBRf,"Streets","Hot Pink","Doja Cat",2019-11-07,226986,81,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"dance pop,pop","Kemosabe Records/RCA Records",0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,4
0qAMjeQFyd1qD0LDiV8gWp,"Black Horse And The Cherry Tree","Eye To The Telescope","KT Tunstall",2005-01-01,172373,61,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"ectofolk,lilith,neo mellow,pop rock,scottish singer-songwriter","Relentless/Virgin",0.748,0.786,4,-7.788,0,0.0641,0.328,0,0.34,0.917,104.833,4
4MaueLnp6HNDRIgaP3xMI5,"It Takes a Seven Nation Army to Hold Us Back","Where's Your Album?!!","Apathy,Emilio Lopez",2004-12-28,183706,45,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"deep flow,flick hop,outer hip hop,underground rap","Demigodz Enterprises",0.796,0.515,11,-9.067,1,0.277,0.0907,0,0.0968,0.512,117.805,4
3ke6it1vTmHtz2ApcIVUz5,"Snow Tha Product: Bzrp Music Sessions, Vol. 39","Snow Tha Product: Bzrp Music Sessions, Vol. 39","Bizarrap,Snow Tha Product",2021-04-28,177442,0,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"argentine hip hop,pop venezolano,trap argentino,trap latino,urbano latino,alternative r&b,rap latina,trap queen","WEA Latina/DALE PLAY Records",0.83,0.748,1,-5.362,1,0.162,0.354,0,0.0992,0.523,133.028,4
3AMxuq6id3YGB57eWeheZQ,"Don't Rush (feat. DaBaby)","Don't Rush (feat. DaBaby)","Young T & Bugsey,DaBaby",2020-06-12,201960,52,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"afroswing,grime,nottingham hip hop,uk hip hop,hip hop,north carolina hip hop,pop rap,rap,trap","Black Butter",0.959,0.508,2,-7.857,1,0.257,0.144,0.0000982,0.136,0.346,107.998,4
16Uo6RlrDDrrDai2Z7DOjM,"NYC (feat. Jadakiss)","The King & I","Faith Evans,The Notorious B.I.G.,Jadakiss",2017-05-19,211986,28,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"contemporary r&b,hip pop,r&b,urban contemporary,east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,battle rap,trap","Rhino",0.689,0.813,2,-4.001,1,0.464,0.0437,0,0.0907,0.914,170.205,4
73fO5oUCeskKOAreqVIS0A,"Straight Line","Straight Line","Pete Bernhard",2009-09-07,220640,37,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"neo honky tonk","Kahn",0.618,0.534,7,-12.581,1,0.0648,0.602,0.0000861,0.125,0.655,91.764,4
7hlA8gMMz6jSp91Twsnuv3,"The Devil Wears a Suit and Tie","Imaginary Appalachia","Colter Wall",2015-06-02,236026,2,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"canadian americana,canadian contemporary country,outlaw country,saskatchewan indie","Black Hole Music",0.625,0.319,6,-12.119,0,0.0805,0.79,0.104,0.0921,0.438,127.799,4
4sOlbksuGHyUkSafNnho2f,"Jet City Woman - Remastered 2003","Empire - 20th Anniversary Edition","Queensrÿche",1990,321573,52,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"album rock,glam metal,hard rock,metal,progressive metal,us power metal","Capitol Records",0.499,0.934,8,-3.661,0,0.095,0.0468,0.00000307,0.703,0.356,110.053,4
2Wo6QQD1KMDWeFkkjLqwx5,"Roses - Imanbek Remix","Roses (Imanbek Remix)","SAINt JHN,Imanbek",2019-09-13,176218,5,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"melodic rap,slap house,electro house,pop dance","HITCO",0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,4
0nrRP2bk19rLc0orkWPQk2,"Wake Me Up","True","Avicii",2013-01-01,247426,83,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"dance pop,edm,pop,pop dance","Universal Music AB",0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
1krJQDrcijvkcxhGLMxJS3,"60 Seconds","Nothing But The Hits","Bone Thugs-N-Harmony,DJ Kay Slay,Busta Rhymes,Twista,Jaz-O",2015-06-16,215320,41,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"gangster rap,hip hop,ohio hip hop,rap,battle rap,east coast hip hop,hardcore hip hop,pop rap,chicago rap,dirty south rap,trap,golden age hip hop","MoThugs Records",0.497,0.841,1,-8.634,0,0.265,0.133,0,0.348,0.683,171.725,4
3Ozx6IrGdoQyAworJzvBDE,"Sleeping on the Blacktop","Imaginary Appalachia","Colter Wall",2015-06-02,192480,3,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"canadian americana,canadian contemporary country,outlaw country,saskatchewan indie","Black Hole Music",0.567,0.311,2,-14.464,0,0.0455,0.822,0.23,0.11,0.478,83.11,4
3osulhNvQCe0VOPjeZUZap,"Butter","Butter","Snow Tha Product",2019-09-02,123495,46,224worytfusgrhlogkqlitdwi,2021-12-02T19:14:38Z,"alternative r&b,rap latina,trap queen","Product Entertainment",0.905,0.665,6,-6.162,0,0.0939,0.5,0.00000126,0.0922,0.602,103,4
