Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3Ozx6IrGdoQyAworJzvBDE,"Sleeping on the Blacktop","Imaginary Appalachia","Colter Wall",2015-06-02,192480,3,,2020-11-27T11:26:22Z,"canadian americana,canadian contemporary country,outlaw country,saskatchewan indie","Black Hole Music",0.567,0.311,2,-14.464,0,0.0455,0.822,0.23,0.11,0.478,83.11,4
6pzWZe7LIcfKzriMIk6opx,"OooWee","Crown","Rapsody,Anderson .Paak",2016-11-17,270785,39,,2020-11-27T11:26:22Z,"alternative r&b,north carolina hip hop,trap queen,escape room,hip hop,indie soul,neo soul","Jamla Records / Culture Over Everything",0.432,0.652,1,-8.745,1,0.32,0.00211,0,0.158,0.26,76.859,1
1nw4pVwccAqQ0iYa23Crnk,"New Shine","New Shine","Sophia Urista,VOLUNTEEER",2018-03-30,191626,15,,2020-11-27T11:26:22Z,"","This Is Care Of",0.727,0.498,11,-6.574,0,0.0618,0.242,0.0444,0.234,0.548,82.993,4
1eduDdsjMO7Or4EXnMf2iS,"How Do You Want It","All Eyez On Me","2Pac",1996-02-13,287546,0,,2020-11-27T11:26:22Z,"g funk,gangster rap,hip hop,rap,west coast rap","Death Row Records",0.763,0.84,8,-3.704,1,0.0929,0.0346,0,0.0601,0.748,92.477,4
5l4WHxaPQ4gVeGhYJQnsGr,"Fuck Everybody","RYD Radio, Vol. 2","Ruin Your Day,Daylyt,Illmac,B Dot the God,Geechi Gotti",2019-03-15,305000,19,,2020-11-27T11:26:22Z,"battle rap,new jersey hardcore,portland hip hop","RUIN YOUR DAY",0.632,0.773,1,-7.591,1,0.322,0.176,0,0.361,0.71,79.825,4
29gsi1zZrZxdStACmTQB0Z,"Studio","Oxymoron (Deluxe)","ScHoolboy Q,BJ The Chicago Kid",2014-01-01,278066,65,,2020-11-27T11:26:22Z,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap,alternative r&b,chicago rap","Schoolboy Q",0.709,0.589,8,-7.776,0,0.0434,0.0508,0,0.0585,0.58,133.921,3
4yokHrXHSukhHh4byNVlWB,"Nose on the Grindstone (OurVinyl Sessions)","Tyler Childers | OurVinyl Sessions","Tyler Childers,OurVinyl",2017-05-30,204000,0,,2020-11-27T11:26:22Z,"kentucky indie,kentucky roots,outlaw country","Tyler Childers",0.441,0.283,0,-11.039,0,0.0744,0.738,0,0.156,0.389,76.026,3
2BqbaNsXKmjNqnNgBfm1Ay,"Bats","Hokey Fright [Deluxe Version]","The Uncluded",2013-05-07,405754,0,,2020-11-27T11:26:22Z,"abstract hip hop","Rhymesayers",0.632,0.914,11,-4.332,0,0.274,0.16,0,0.101,0.634,169.956,4
7E6XEk9qYUsrPUQJyM3nHr,"Guilt","Welcome Reality","NERO",2011-01-01,284120,0,,2020-11-27T11:26:22Z,"complextro,edm,electro house,melodic dubstep","Virgin EMI",0.209,0.85,5,-4.491,0,0.0696,0.0062,0.00000164,0.144,0.145,139.732,4
2EvUjCWg5zeaeKxGeOaHPh,"When God Comes Back","Lightning At The Door","All Them Witches",2013-01-15,213493,2,,2020-11-27T11:26:22Z,"indie rock,modern blues rock,neo-psychedelic,stoner rock","New West Records",0.306,0.937,8,-8.014,1,0.117,0.000177,0.0119,0.0864,0.218,157.345,4
5tN0LIuQDapSFedlYJuG0k,"Kate McCannon","Colter Wall","Colter Wall",2017-05-12,274081,0,,2020-11-27T11:26:22Z,"canadian americana,canadian contemporary country,outlaw country,saskatchewan indie","Black Hole Music",0.608,0.171,7,-16.822,1,0.0314,0.915,0.188,0.111,0.3,142.827,4
4Yj8Cx174i1ZI1rFHfcyRm,"Lone Pine Hill","The Good Life","Justin Townes Earle",2008-03-25,183826,0,,2020-11-27T11:26:22Z,"alternative country,folk,indie folk,nashville americana,new americana,roots rock,singer-songwriter","Bloodshot Records",0.526,0.186,0,-13.594,0,0.0413,0.742,0.0000763,0.0943,0.32,78.498,4
2Lk8XTulavagQOrYqFpGB8,"Dust in a Baggie","Billy Strings - EP","Billy Strings",2016-06-10,174173,59,,2020-11-27T11:26:22Z,"jam band,jamgrass,progressive bluegrass","Billy Strings",0.519,0.776,7,-7.051,1,0.0309,0.252,0.0000292,0.157,0.653,137.29,4
6VFBCGeIeqVCxYkfQCk0hd,"Glory","Nicotine & China White","The Hill Country Devil",2019-04-12,271100,27,,2020-11-27T11:26:22Z,"","The Hill Country Devil",0.385,0.332,3,-8.798,1,0.0303,0.691,0,0.103,0.144,83.127,4
55rOM4r6QEP9snJCYXK3Gl,"Dove and the Waterline","Miles From The Lightning","Jeffrey Foucault",2001-01-01,230146,14,,2020-11-27T11:26:22Z,"alternative country,ectofolk,folk,new americana,roots rock,southern americana","Rock River Records",0.543,0.224,3,-12.839,0,0.0318,0.885,0.000248,0.0886,0.227,95.76,4
7gugxkYeGr9oG45lxG9F78,"Will You Remember Me?","STAB!","The Pine Box Boys",2006-07-07,210733,35,,2020-11-27T11:26:22Z,"deathgrass,gothic americana,western americana","Trash Fish Entertainment Corp.",0.447,0.506,7,-12.317,1,0.0364,0.599,0.00000161,0.144,0.531,151.188,4
0xFbNK5IIoCsnmQdQ8ROgN,"Ghost","DEATH STRANDING: Timefall (Original Music from the World of Death Stranding)","Au/Ra,Alan Walker",2019-11-07,178680,33,,2020-11-27T11:26:22Z,"alt z,deep pop edm,electro house","Sony Interactive Entertainment/RCA Records",0.663,0.498,0,-8.209,0,0.0565,0.586,0,0.162,0.565,143.973,4
22p9zOVc888wFeQJa2Q2qq,"Whiskey","Every Last Drop","Tejon Street Corner Thieves",2016-04-29,231968,44,,2020-11-27T11:26:22Z,"deathgrass","Tejon Street Corner Thieves",0.498,0.794,4,-4.115,0,0.0603,0.126,0,0.0897,0.685,125.249,4
5PVPkjFKLElXpshtXtXIFc,"Gillette","Gillette","199X,DrDisrespect",2017-08-29,120000,43,,2020-11-27T11:26:22Z,"","199X - 2017",0.604,0.937,7,-4.022,1,0.0817,0.00622,0.000365,0.325,0.24,120.082,4
1n3fWmky8LnlIWvyTuHkBS,"Cafeteria","Cafeteria","Jakey",2016-11-04,227200,32,,2020-11-27T11:26:22Z,"","Jakey",0.664,0.888,6,-3.711,0,0.0344,0.0271,0.0481,0.35,0.317,108.87,4
46PDxEshU0SPeKY36Pu3FY,"Tread Lightly","Once More 'Round the Sun","Mastodon",2014-06-20,314040,41,,2020-11-27T11:26:22Z,"alternative metal,atlanta metal,metal,progressive groove metal,progressive sludge,sludge metal,stoner metal,stoner rock","Reprise",0.358,0.962,0,-4.521,1,0.115,0.0000183,0.000324,0.316,0.204,133.874,4
02rlDATSROFtjqmvs1dBKr,"Snitch","Second Rounds On Me","Obie Trice,Akon",2006-01-01,241253,52,,2020-11-27T11:26:22Z,"detroit hip hop,gangster rap,hardcore hip hop,dance pop","Shady Records",0.781,0.807,0,-5.574,1,0.261,0.0524,0,0.122,0.605,90.008,4
7brHKGKFdRhzReovMw1T8z,"Freya","Age Of Winters","The Sword",2006-02-14,274400,0,,2020-11-27T11:26:22Z,"austin metal,sludge metal,stoner metal,stoner rock","KEMADO RECORDS INC",0.354,0.867,5,-5.078,1,0.0362,0.0000464,0.404,0.0748,0.436,93.389,4
1PxhfWamtXhK8rG4JSnEWJ,"Death Stranding","DEATH STRANDING: Timefall (Original Music from the World of Death Stranding)","CHVRCHES",2019-11-07,318666,0,,2020-11-27T11:26:22Z,"indietronica,metropopolis,neo-synthpop,shimmer pop","Sony Interactive Entertainment/RCA Records",0.49,0.71,1,-5.818,1,0.0483,0.00139,0.0514,0.0555,0.0598,121.912,4
1tQGRq2WOBXjL3JWdWMONg,"You Don't Care for Me Enough to Cry","High on Tulsa Heat","John Moreland",2015-04-21,254619,42,,2020-11-27T11:26:22Z,"alternative country,new americana,ok indie,southern americana,tulsa indie","Old Omens",0.389,0.208,2,-11.669,1,0.0359,0.861,0.00000776,0.192,0.233,90.346,4
4opGTspdCCVK9IG1b4k8yp,"Da Joint","Out Of Business (Deluxe Edition)","EPMD",1999-01-01,206693,45,,2020-11-27T11:26:22Z,"east coast hip hop,golden age hip hop,hip hop,old school hip hop","Def Jam Recordings",0.818,0.59,1,-3.877,1,0.375,0.322,0,0.101,0.746,89.55,4
2Wo6QQD1KMDWeFkkjLqwx5,"Roses - Imanbek Remix","Roses (Imanbek Remix)","SAINt JHN,Imanbek",2019-09-13,176218,5,,2020-11-27T11:26:22Z,"melodic rap,slap house,electro house,pop dance","HITCO",0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,4
08Ys3244upKhrzRMl2EWXI,"The Pot","Brass Against II","Brass Against,Sophia Urista",2019-11-15,381398,0,,2020-11-27T11:26:22Z,"brass band pop,modern alternative rock","Footnote Records",0.495,0.759,0,-6.304,1,0.0381,0.0197,0.00138,0.167,0.387,107.12,4
24S7rWWB6ohk2j5ABrm5DJ,"My Name (feat. Eminem & Nate Dogg)","Man VS Machine","Xzibit,Eminem,Nate Dogg",2002-10-01,272506,48,,2020-11-27T11:26:22Z,"detroit hip hop,g funk,gangster rap,hardcore hip hop,hip hop,west coast rap,rap","Columbia",0.841,0.739,11,-5.111,0,0.206,0.151,0.000059,0.0897,0.571,85.891,4
4yl1IpHPuXUV2MjxXy6hZn,"Wires","Murder the Mountains (Deluxe Version)","Red Fang",2011-04-12,343306,43,,2020-11-27T11:26:22Z,"portland metal,sludge metal,stoner metal,stoner rock","Relapse Records",0.172,0.904,11,-4.831,1,0.0586,0.0000537,0.229,0.267,0.302,135.149,4
5IoZs5zEZMgeT5sKSDRNmf,"Death Race","Akuma","ALEX,TOKYO ROSE",2017-06-23,194500,0,,2020-11-27T11:26:22Z,"cyberpunk,darksynth,synthwave,dark clubbing","NRW Records, under exclusive license to NewRetroWave, LLC",0.621,0.628,2,-9.771,0,0.0867,0.0311,0.904,0.417,0.599,99.935,4
0ErVG3P2bJvIMiThIItcwj,"Black Dresses","The Builders and the Butchers","The Builders and The Butchers",2007,209306,36,,2020-11-27T11:26:22Z,"deathgrass,gothic americana,steampunk,stomp and holler,western americana","Widow of the Stranger",0.599,0.688,4,-8.939,0,0.0543,0.307,0.0000245,0.0856,0.756,153.262,4
6mjHiGwrRGE8LVCXVc5QDU,"Out Of Control","The Reason (15th Anniversary Deluxe)","Hoobastank",2003-12-09,162106,6,,2020-11-27T11:26:22Z,"alternative metal,funk metal,nu metal,pop rock,post-grunge","Island Def Jam",0.443,0.973,4,-4.386,0,0.133,0.00158,0,0.353,0.458,157.882,4
5L1BHZ2uApRTpP95yGykjv,"Gallows Pole","Folksinger Vol. 2","Willie Watson",2017-09-15,246146,37,,2020-11-27T11:26:22Z,"alternative country,new americana,western americana","Acony Records",0.318,0.153,3,-12.97,1,0.0397,0.831,0.0263,0.126,0.324,188.243,4
