Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3reyyWDm2gq1QHSBKGO0v1,"Where Do We Go?","Where Do We Go?","WEISS,Harry Romero",2020-10-16,150256,43,,1970-01-01T00:00:00Z,"house,tech house,uk dance,uk house,classic house,deep house,funky tech house,tribal house","Universal-Island Records Ltd.",0.783,0.918,10,-4.823,0,0.104,0.0216,0.000233,0.245,0.881,122.992,4
17phhZDn6oGtzMe56NuWvj,"Lose Control","I've Tried Everything But Therapy (Part 1)","Teddy Swims",2023-09-15,210688,89,,1970-01-01T00:00:00Z,"","Warner Records",0.561,0.604,9,-4.409,1,0.0337,0.199,0.000019,0.104,0.242,159.92,3
0FLwYQoXvX8q5iRZnFX59u,"Hi Ren","Hi Ren","Ren",2022-12-15,515000,66,,1970-01-01T00:00:00Z,"brighton indie","The Other Songs",0.653,0.664,7,-7.424,0,0.403,0.717,0,0.12,0.479,102.971,4
0XnhTgMuX3ncdnf5mZnce8,"Down","Back At The House","Hemlock Ernst,Kenny Segal",2019-10-25,258461,38,,1970-01-01T00:00:00Z,"jazz rap,chillhop","Ruby Yacht",0.841,0.902,6,-8.991,1,0.221,0.397,0.00945,0.119,0.289,104.073,4
5qHGJ1JN9N0cyhaSfQo9Bi,"Tonight (In Your Arms)","Tonight (In Your Arms)","WHOCARES,Kaan Pars",2020-10-02,189375,26,,1970-01-01T00:00:00Z,"covertronica,slap house,g-house,turkish edm","SOURCE",0.752,0.77,6,-6.105,0,0.0688,0.0875,0.000147,0.18,0.509,128.013,4
1Uifdytv882RtTn6Gr4xAA,"Chokehold","Take Me Back To Eden","Sleep Token",2023-05-19,304023,69,,1970-01-01T00:00:00Z,"prog metal","Spinefarm",0.18,0.73,0,-5.597,1,0.0581,0.0112,0.0000458,0.101,0.169,73.588,5
1STbWpNU4iP0ErZksos2TH,"Murderer","Sick Boi","Ren",2023-10-13,210576,18,,1970-01-01T00:00:00Z,"brighton indie","The Other Songs",0.845,0.675,10,-6.749,0,0.165,0.349,0,0.145,0.791,103.951,4
1XFHbzTikXks9CsMq4v8Q3,"Not So Bad (feat. Emie)","Not So Bad (feat. Emie)","Yves V,Ilkay Sencan,Emie",2020-01-03,153696,60,,1970-01-01T00:00:00Z,"belgian edm,dutch house,edm,electro house,pop dance,progressive electro house,progressive house,slap house,turkish deep house,turkish edm","Spinnin' Records",0.74,0.674,11,-4.374,1,0.0476,0.00903,0.238,0.154,0.231,126.017,4
68lTEhMEx4MxDCJypT6bXE,"Escape - John Summit Remix","Escape (John Summit Remix)","deadmau5,Kaskade,Kx5,HAYLA,John Summit",2022-06-03,226666,56,,1970-01-01T00:00:00Z,"canadian electronic,complextro,edm,electro house,pop dance,progressive electro house,progressive house,vocal house,melodic house,house","mau5trap Recordings Limited",0.631,0.84,9,-5.768,0,0.0347,0.0009,0.0374,0.109,0.113,125.992,4
78Du4CMFgnhdlG33gblkiP,"Rich Men North of Richmond","Rich Men North of Richmond","Oliver Anthony Music",2023-08-11,187244,74,,1970-01-01T00:00:00Z,"modern country pop","Oliver Anthony Music/ radiowv",0.678,0.264,10,-12.384,1,0.0622,0.753,0,0.302,0.528,121.722,4
1ULaCASWLNrzg76Jt3VDWd,"079","079","Rain Radio,Block Notice",2022-02-18,168200,43,,1970-01-01T00:00:00Z,"uk house","Rain Radio",0.806,0.7,1,-7.253,1,0.339,0.0104,0.0389,0.12,0.594,125.061,4
7FEKwb52OpeVSZxaqUspP1,"HUMANS - Far Out Remix","HUMANS (Far Out Remix)","GEN.KLOUD,Far Out",2019-10-30,285271,36,,1970-01-01T00:00:00Z,"melodic dubstep,pop edm,traprun","Lowly",0.416,0.741,8,-6.807,0,0.0481,0.0823,0.00146,0.338,0.299,91.954,4
6XpWCxEdQDbHygtWnBY9Eu,"Everything is Quiet Now","Upon Loss Singles","Knocked Loose",2023-06-14,215567,54,,1970-01-01T00:00:00Z,"kentucky metal,kentucky punk","Pure Noise Records",0.375,0.981,9,-3.242,0,0.246,0.000648,0.0285,0.246,0.147,128.163,4
6sWtT7rKG8Cu5izK7LRKny,"I Walk On Gilded Splinters","Stanley Road","Paul Weller",1995-01-01,324173,27,,1970-01-01T00:00:00Z,"britpop,solo wave","Universal-Island Records Ltd.",0.618,0.575,0,-12.353,1,0.0489,0.0838,0.0653,0.153,0.63,89.619,4
4ltXPf327ewFdmTPp5Skow,"Lay Down","Hello Master","Priestess",2006-06-13,185800,49,,1970-01-01T00:00:00Z,"canadian metal,canadian rock,retro metal","RCA Records Label",0.52,0.886,8,-2.387,1,0.0454,0.00128,0,0.0846,0.636,121.945,4
2DayUFU47R0WQQsvB3KPk3,"Wake The Dead","Wake The Dead","blessthefall",2023-05-23,187629,54,,1970-01-01T00:00:00Z,"melodic metalcore,metalcore,pop punk,screamo","Rise Records",0.5,0.962,9,-4.862,0,0.119,0.0000261,0.145,0.337,0.414,136.089,4
4XfHXJwsa5SS8vs33Bs3x7,"Hills Have Eyes","Hills Have Eyes","POORSTACY",2020-12-11,130588,55,,1970-01-01T00:00:00Z,"emo rap,melodic rap","Internet Money Records / TenThousand Projects",0.473,0.792,0,-3.171,1,0.0421,0.000103,0.0495,0.154,0.587,169.975,4
0tUELgOuOJ3KCsYMDDsNvD,"Nothing Compares 2 U - Live At SiriusXM/2015","Chris Cornell (Deluxe Edition)","Chris Cornell",2018-11-16,303906,56,,1970-01-01T00:00:00Z,"alternative metal,alternative rock,grunge,hard rock,post-grunge,rock","A&M",0.434,0.327,0,-10.72,1,0.0312,0.609,0.00000178,0.686,0.295,119.506,4
0dHogHUS4xgLOoFBt0ko1j,"Cloud Connected","Reroute to Remain","In Flames",2002-09-02,220706,1,,1970-01-01T00:00:00Z,"alternative metal,gothenburg metal,melodic death metal,melodic metalcore,metal,swedish alternative rock,swedish death metal,swedish melodeath,swedish metal","Nuclear Blast",0.48,0.908,0,-5.466,0,0.0452,0.00000545,0.856,0.0932,0.313,95.084,4
